"id","company_name","crunchbase_description","pitchbook_description","categories","top_node_id"
"","Archax","Archax is a new, regulated, institutional-grade exchange for trading asset-backed tokens (digital securities, security tokens, etc.).","Operator of an institutional-grade exchange intended to facilitate trading crypto currencies or digital assets, built for institutions and run in a regulated manner with them in mind. The company's services offers a credible bridge between the new blockchain-centric tech community and the traditional investment space and provide institutions with the safe trading in safe digital assets with other known safe participants in a safe jurisdiction that they desire, enabling institutions to trade in crypto currencies and all other digital assets and built using existing, proven, resilient, scalable, high-performance exchange infrastructure.","Financial Services > Cryptocurrency",16
"","Checkbook","Online Payments, Digital Checks, Mobile Payments, e-commerce","Developer of an online payments platform designed to change the way individuals and businesses send and receive payments. The company's platform facilitates real-time money transfers to businesses and individuals, as well as offers information on instant delivery, online deposit, and next-day settlement, enabling digital checks that can be sent and received by the push of a button.","Financial Services > Payment",16
"","inamo ","INAMO is making contactless payments easier, faster, and more convenient.","Developer of wearable tech device created to make contactless payments. The company's wearable tech device in form of sunglasses, key ring and wrist bands to make monetary transactions without carrying cash.","Financial Services > Payment, maybe IT > Hardware > Wearables",16
"","Truebill","Truebill is the first platform that allows users to find, track and manage their subscription services and recurring bills.","Developer of a mobile application designed to optimize spending, manage subscriptions, lower bills and save money. The company's application leverages AI to analyze spending habits, identify inefficiencies and take action, enabling users to ultimately improve their financial health.","Financial Services, Professional Services > Management, Defense > Security",16
"","Privacy ",NULL,NULL,"Financial Services: Bookkeeping",16
"","Robinhood","Robinhood is a stock brokerage that allows customers to buy and sell U.S. listed stocks and ETFs with zero commission.","Provider of an investment platform intended to help people to learn to invest in the stock market. The company's platform offers to do commission-free investing in stocks, ETFs, options and cryptocurrencies, as well as margins, enabling users to trade in an enhanced way.","Financial Services: Investment",16
"","The Lending Club",NULL,NULL,"Financial Services: Loans",16
"","Stripe","Stripe is a global technology company that builds economic infrastructure for the internet.","Developer of an online payment platform designed to integrate electronic payments and enable secure transactions. The company's platform offers application program interfaces (APIs) and streamline coding that focuses on fraud prevention and helps to create the best possible product, enabling internet businesses to accept payments from anyone and anywhere.","Financial Services: Payment",16
"","Glint","glint is the first platform to provide user-tailored context about the people around us.","Provider of a real-time employee engagement platform designed to measure and improve employee retention rates. The company's employee engagement platform is an organization development platform that uses real-time people data to provide information about organization's health, predicts risks and prescribes actions thus helping enterprises to improve and facilitate an ongoing cycle of feedback and employees to feel heard and empowered to do their best work.","Financial Services: Payment",16
"","botkeepr",NULL,NULL,"Financial Services: Payments, Defense: Security: Cybersecurity",16
"","Collective Health ","Collective Health gives companies a smarter alternative to traditional health insurance.","Provider of cloud-based self-insurance platform designed to evolve the way in which health benefits work. The company's self-insurance platform offers integrated administration of all health plans through a single portal, that gives clear guidance, live concierge support and digital tools to find and manage care, enabling users to get connected with medical, pharmacy, dental, and vision plans, all at once.","Financial Services > Insurance, Health > Health Insurance",16
"","Blue Apron ","Blue Apron is a grocery delivery service company that delivers a recipe and the required ingredients right to their customer's doorstep.",NULL,"Food",17
"","Halo Top Creamery",NULL,NULL,"Food > Product",17
"","Smitten Ice Cream ","Smitten Ice Cream is inventors, pastry chefs, engineers, perfectionists, and ice cream connoisseurs.","Operator of an ice-cream parlor chain intended to provide a wide range of natural ice-creams. The company's ice-cream parlors offer a wide range of flavors like huckleberry cream, vanilla, chocolate chips among the others made from organic milk and cream from a local farm which are served in hand-rolled, house-recipe fresh waffle, enabling consumers to enjoy organic and delicious ice-creams.","Food > Product, Food > Restaurant ",17
"","Deliveroo","Deliveroo owns and operates an online food delivery platform in the United Kingdom.","Developer of an online food delivery platform intended to help users order restaurant meals. The company's platform optimizes food ordering and delivery by integrating web and mobile consumers with restaurant tablet-based point-of-sale order management terminals, enabling customers to order food across restaurants and get them delivered at their doorstep.","Food > Restaurant ",17
"","Chewse","Chewse is a platform that allows companies to handle their food catering and workplace culture needs.","Provider of an online food catering platform designed to offer group meals. The company's online platform offers a virtual meal manager, local restaurants, in-house drivers and on-site meal hosts for people to search database of local restaurant and catering menus as well as place their orders, enabling users to access catering options as per their tastes and budget, pay online and receive food.","Food > Restaurant > Catering",17
NULL,"1 Market by Chef Wan","1Market BIG buffet in Singapore by Chef Wan Indulge in a gastronomic spread of appetizers, salads.",NULL,NULL,17
NULL,"10 Barrel Brewing","10 Barrel Brewing is a beverages company providing beer.","Operator of brewery and beer shops. The company operates pubs and produces beer products. It also provides gift cards, bar products and clothing through its online platform and shop.",NULL,17
NULL,"10 Vins","10 Vins is a young Nantes company born from the collaboration of three friends united by a common passion for wine.",NULL,NULL,17
NULL,"131 Main Restaurant","131 Main Restaurant is a restaurant specializing in lunch and dinner services.",NULL,NULL,17
NULL,"16 Handles","16 Handles is an innovative frozen yogurt brand that encourages guests to Flaunt Their Flavor.",NULL,NULL,17
NULL,"1806 Cocktails on Demand","We curate a menu of the best cocktails and deliver portioned ingredients so you can make them at home.",NULL,NULL,17
NULL,"1 Market by Chef Wan","1Market BIG buffet in Singapore by Chef Wan Indulge in a gastronomic spread of appetizers, salads.",NULL,NULL,17
NULL,"10 Barrel Brewing","10 Barrel Brewing is a beverages company providing beer.","Operator of brewery and beer shops. The company operates pubs and produces beer products. It also provides gift cards, bar products and clothing through its online platform and shop.",NULL,17
NULL,"10 Vins","10 Vins is a young Nantes company born from the collaboration of three friends united by a common passion for wine.",NULL,NULL,17
NULL,"100km Foods","Our mission is to establish a viable, dynamic and sustainable local food economy","Distributor of local food in Toronto, Ontario. The company offers fresh, harvested-to-order and in-season fruits and vegetables, dairy products and eggs. It also offers dry goods, such as cold-pressed oils, cooking wines, flours and grains.",NULL,17
NULL,"1220 Exhibits","1220 Exhibits is a museum that produces exhibits, environments, and experiences.",NULL,NULL,17
NULL,"131 Main Restaurant","131 Main Restaurant is a restaurant specializing in lunch and dinner services.",NULL,NULL,17
NULL,"16 Handles","16 Handles is an innovative frozen yogurt brand that encourages guests to Flaunt Their Flavor.",NULL,NULL,17
NULL,"1806 Cocktails on Demand","We curate a menu of the best cocktails and deliver portioned ingredients so you can make them at home.",NULL,NULL,17
NULL,"2 Sisters Food Group(2sfg)","The UK's biggest private food producer.",NULL,NULL,17
NULL,"2020 Meals","Making a healthy diet plan on your own is not so easy. You need a companion that could do this job for you.",NULL,NULL,17
NULL,"21st Century Foods","21st Century Food is a restaurant company that offers catering for businesses, schools, and homes.",NULL,NULL,17
NULL,"24Fresh","24 Fresh Convenience Store is an instant enhanced convenience food experience store.",NULL,NULL,17
NULL,"3AM Rebound","A recovery shot created to help you rebound after a night of drinking.",NULL,NULL,17
NULL,"3Bears Foods","3Bears Foods enable a balanced and delicious breakfast for everyone.",NULL,NULL,17
NULL,"3DCandies","3DCandies is a divinely delicious and delightful.",NULL,NULL,17
NULL,"4 Hands Brewing Co.","4 Hands Brewing Co. provides the craft beer enthusiast a handcrafted portfolio inspired by the American craft movement.",NULL,NULL,17
NULL,"4 Pines Beer","4 Pines Beer operates as a craft brewer company.",NULL,NULL,17
NULL,"42tea","42tea, a perfect tea, to your taste !",NULL,NULL,17
NULL,"4FINGERS Crispy Chicken","4FINGERS is a fried chicken chain.",NULL,NULL,17
NULL,"4P Foods","4P Foods is a local food with a PURPOSE.",NULL,NULL,17
NULL,"4Pure","Organic lemonades sweetened with maple syrup and containing only 4 ingredients.",NULL,NULL,17
NULL,"4th & Heart","4th & Heart is an artisan producer of organic ghee, or clarified butter.",NULL,NULL,17
NULL,"4th & Swift","4th & Swift’s modern comfort food and drink, lively conversation and Southern hospitality.",NULL,NULL,17
NULL,"4th Generation Organic Market","4th Generation Organic Market is the only location in Palm Beach County catering to vegans, vegetarians, and raw foodies.",NULL,NULL,17
NULL,"5 Generation Bakers","5 Generation Bakers provides cinnamon swirl bread, sold in more that 4 000 locations.",NULL,NULL,17
NULL,"5 Napkin Burger","5 Napkin Burger is a food & beverages company specializing in bar and grilled items.",NULL,NULL,17
NULL,"512 Brewing Company","512 Brewing Company is a developer and producer of organic draft beers.",NULL,NULL,17
NULL,"5ensesinfood","5ensesinfood is a Portugal-based company that develops and commercializes functional food ingredients for the food and drinks market.","Developer and producer of food ingredients. The company develops a proprietary technology for the production of environmentally friendly food ingredients for producers of dairy, food and beverages.",NULL,17
NULL,"6 Days Productions","6 Days Productions, maker of hangover prevention drink Hangnever.",NULL,NULL,17
NULL,"734 Citrus Holdings","734 Citrus Holdings is a producer of citrus products in Florida.",NULL,NULL,17
NULL,"7TT","Convenience store chain brand selling bakery products, sandwiches, lunchboxes, with drinks & snacks based in Wuhan.",NULL,NULL,17
NULL,"8 Myles","8 Myles is here to bring you a line of delicious mac n cheeses that provide you with the comfort you crave and the convenience you need.",NULL,NULL,17
NULL,"80Days","80Days is the community restaurant to re-invent the menu with guests every 80 days.",NULL,NULL,17
NULL,"88 Acres","88 Acres is an artisan food start-up crafting healthy snacks free of the most common food allergens.","Manufacturer of healthy snacks. The company specializes in manufacturing healthy snacks foods that are crafted with simple ingredients and designed for everyone to enjoy.",NULL,17
NULL,"88Beans","88beans is first coffee subscription service that delivers boutique coffee beans from different international roasters every month.",NULL,NULL,17
NULL,"8th Wonder Tea","8th Wonder is a certified organic, 1% for the Planet, and Non-GMO Verified superfood focused iced tea company based in Denver",NULL,NULL,17
NULL,"A & P Foods","A & P Foods produces gluten free pre mixes.",NULL,NULL,17
NULL,"A MacDougall & Company","A MacDougall & Company is dedicated to producing fine ribbons, lace trims and everything for birthday and other celebrations.",NULL,NULL,17
NULL,"A Quarter Of","A Quarter Of is a traditional sweetshop best known for retro sweets. We make all types of vintage and classic sweets from your childhood.",NULL,NULL,17
NULL,"A Spice of Life Catering + Events","A Spice of Life Catering + Events is a food & beverages company offering food and catering services.",NULL,NULL,17
NULL,"AB Mauri Food Inc.","AB Mauri Food is a provider of an Yeast and bakery ingredient products and solutions.",NULL,NULL,17
NULL,"AB Ridderheims Delikatesser","AB Ridderheims Delikatesser manufactures, distributes, and sells delicatessen products and cured meats.",NULL,NULL,17
NULL,"AB World Foods Ltd","AB World Foods Limited manufactures chutney pickles and dips, pastes, sauces, and breads and pappadums.",NULL,NULL,17
NULL,"Abafoods","Abafoods is a European expert in organic vegetal drinks.","Producer of organic vegetable drinks. The company provides organic vegetable and cereal drinks made from rice, coconut, almond, oat, spelt and soy.",NULL,17
NULL,"Abakus Foods","Abakus Foods is on a mission to make healthy eating easier and more enjoyable for busy people.",NULL,NULL,17
NULL,"Abbelen","Abbelen is the largest manufacturer of chilled meatballs and ready-made burgers in Germany.",NULL,NULL,17
NULL,"Abbey Creek Vineyard","Abbey Creek Vineyard is a small family winery.",NULL,NULL,17
NULL,"Abbot Kinney's","Abbot Kinney's coconut crave is a nutritious, fair yogurt.","Producer of organic almond and coconut based yogurt alternatives and ice-cream in Netherlands. The company's food products are made from organic coconut and quality almond milk and offer different flavours like mango, raspberry, banana and blueberry, providing customers with lactose-free dessert and a healthy alternative to yoghurt.",NULL,17
NULL,"Abbot's Butcher","The Abbot's Butcher crafts premium plant-based meats.",NULL,NULL,17
NULL,"Abby's Catering","Their exceptional meals are prepared with only the finest & freshest ingredients available.",NULL,NULL,17
NULL,"Abbys Better","Abby’s Better Nut Butter offers healthy sweet, whether on toast, fruit, or by the spoonful.",NULL,NULL,17
NULL,"ABC Cooking Studio","ABC Cooking Studio provides cooking, bread, cake and wagashi lesson in a comfortable and relax environment.",NULL,NULL,17
NULL,"ABC Stores","ABC Stores is a retail company providing flavors and fragrances in Hawaii.",NULL,NULL,17
NULL,"ABCD Nutrition","Nutrition has been a leader in the manufacturing and marketing of organic and gluten-free products","Manufacturer of health and nutritional food supplements. The company produces and markets a wide range of food products and nutrition products that are organic and gluten-free through its various distribution networks including supermarkets, health-food stores and specialty stores under its private label.",NULL,17
NULL,"ABCWUA","ABCWUA is a utilities company that offers water and waste water treatments.",NULL,NULL,17
NULL,"Abita Brewing Co.","Abita Brewing Co. is a food & beverages company specializing in beer in Louisiana.",NULL,NULL,17
NULL,"ABL Food","ABL Food has imports, food approves and sells raw materials of both conventional and organic nature.",NULL,NULL,17
NULL,"ABL Technology","ABL Technology Ltd is a dynamic company that provides global solutions for design & production of milk processing & production equipment.",NULL,NULL,17
NULL,"Ablak Holdings","Ablak Holdings is a holding company specializing in the Acquisition, Startup and Operations of Franchise Food Businesses.",NULL,NULL,17
NULL,"Able Brewing","Able Brewing Dedicated to creating approachable, reusable, and sustainable coffee brewing equipment.",NULL,NULL,17
"","Ballot Ready ",NULL,NULL,"Government",19
"","Code for America","Code for America is working towards a government by the people, for the people, that works in the 21st century.","Provider of web-based solutions. The company helps city governments by connecting the talents of web developers with people delivering city services.","Government, Technology ",19
"","Akash Systems","Akash Systems is focused on developing and supplying the next generation of small satellites.","Akash Systems is focused on developing and supplying the next generation of small satellites (CubeSats), satellite transmitters, and the RF Power Amplifiers. The company uses new composite material, gallium nitride (GaN)-on-Diamond, invented by Akash cofounder Ejeckam, for their products.

GaN-on-Diamond provides a cooler state of operation which improves energy efficiency and reduces a system's size, weight, and operating costs.

Akash Systems was founded in 2016 by Felix Ejeckam and Ty Mitchell and is headquartered in San Francisco, CA.","Aerospace: NewSpace",2
"","Astrocat","Astrocast, in partnership with the European Space Agency, Airbus, and Thuraya, is developing an advanced Nanosatellite network for the Internet of things (IoT). A network of 64 CubeSat satellites in Low Earth Orbit (LEO). Astrocast is the first Nanosatellite IoT network to address this market need in remote areas and for urban LPWAN applications needing satellite backup. Astrocast raised CHF 3 Million in grants from ESA, CTI, and MdP (SEFRI). Additionally, in August of 2017, they closed their seed round of CHF 4.1 million. Currently raising CHF 25 million to support the launch of the first few planes of satellites.",NULL,"Aerospace: NewSpace",2
"","Ursa Space Systems","Ursa Space Systems Inc. (Ursa) is a Space 3.0 analytics-as-a-service company that brings transparency to global markets to help traders and analysts in the finance and energy industries make more informed decisions. Ursa released the world’s first comprehensive weekly China oil inventory report in May, added the Caribbean and MENA regions in September and plans to have global coverage in early 2018. Ursa uses space-based data from radar satellites as the source of their timely reports. Radar works through clouds and at night, allowing collection of information about activities on the Earth rain or shine. Based in Ithaca, NY, Ursa was founded in 2014 by leaders in the satellite and software security fields with the vision to unlock the potential of data and insights derived from radar satellite imaging.

",NULL,"Aerospace: NewsSpace",2
"","SpaceX","SpaceX is an aviation and aerospace company that designs, manufactures, and launches advanced rockets and spacecraft.","Designer and manufacturer of aerospace and space transport services intended to reduce space transportation costs and enable the colonization of Mars. The company produces space transport vehicles for cargo resupply missions, enabling space industry with reusable launch vehicles capable of carrying humans to Mars and other destinations in the solar system.","Aerospace: NewSpace",2
"","Momentus","MOMENTUS is providing in-space flights for satellites between orbits","Momentus: MOMENTUS provides in-space flights for satellites between orbits. The company offers shuttle service for satellites. Large rockets deliver its shuttles loaded with satellites into an initial orbit. Its shuttles then transport these satellites the last mile to their target orbits. The company's satellite shuttles are powered by water plasma engines and make deployment of satellites at least two to three times cheaper.","Aerospace: NewSpace",2
"","Vector Launch","Vector was founded by several members of the original SpaceX team and is a disruptive innovator that connects space startups with affordable and frequent launch and platforms to enable space capabilities at a speed and price point never before possible. Vector has a big vision to reshape the 400 billion dollar space market by combining dedicated low-cost micro satellite launch and software defined satellites (Galactic Sky) to dramatically increase access and speed to orbit.",NULL,"Aerospace: NewsSpace",2
"","Strategic Aerospace and Defence Initiative","Strategic Aerospace and Defence Initiative provides repayable contributions to projects in the aerospace, space, defence & security sectors.
",NULL,"Aerospace: NewsSpace",2
"","Pilatus Business Aircraft Ltd","Pilatus Business Aircraft Ltd is an aviation & aerospace company offering single-engine turboprop aircraft and marketing services.
",NULL,"Aerospace: NewsSpace",2
"","Astranis","Astranis is building small, low-cost telecommunications satellites.","Founded in 2015, Astranis is a developer of a new satellite technology that aims to transmit data down to specific terrestrial locations with each satellite it launches. The company's mission is to help get online the 4 billion people who are without internet access.

The company is based in San Francisco, California, United States.","Aerospace",2
"","Astronics","Astronics is a leading provider of advanced technologies for the global aerospace and defense industries.","Astronics Corporation is a leader in advanced, high performance lighting, electrical power, avionics databus products and automated test systems for the global aerospace and defense industries.

Astronics Corporation (NASDAQ: ATRO) serves the world’s aerospace, defense, and semiconductor industries with proven, innovative technology solutions. They work side-by-side with customers, integrating their array of power, connectivity, lighting, structure, interior, and test technologies to solve complex challenges. For 50 years, they’ve delivered creative, customer-focused solutions with exceptional responsiveness. Today global airframe manufacturers, airlines, military branches, completion centers, and Fortune 500 companies rely on the collaborative spirit and innovation of Astronics.

They offer their breadth of technology solutions and services through 11 subsidiary business units and numerous award-winning product brands. Serving their customers is their first priority, and every day they honor this mission with quality, partnership, and energetic global vision.

","Aerospace",2
"","Aerospace Engineering Laboratory","Aerospace Engineering Laboratory","","Aerospace",2
"","Titan Aerospace","Titan Aerospace is developing a fleet of revolutionary atmospheric satellites or atmosats.","Manufacturer of solar-powered drones. The company designs and manufactures high-altitude, solar-powered atmospheric satellites. Its OLARA Atmosat platform provides customers around the world with access to real-time high-resolution images of the earth, voice and data services, navigation and mapping services, and atmospheric-based monitoring systems.","Aerospace",2
NULL,"Altius Space Machines","Altius Space Machines is a Colorado-based space technology and robotics company that is developing space tugs for satellite servicing.","Developer of space docking services. The company is a space technology company that is developing docking services based on Sticky Boom \"mechanical tractor beam\" technology.","aerospace",2
NULL,"E2O","E2O is a new generation aerospace company set up with a goal to be a leader in India¹s emerging private enterprise for space exploration.","","aerospace",2
NULL,"Dauria Aerospace","Dauria Aerospace is first private hold developer and manufactory low-cost satellites in the Russia.","Operator of a global satellite services company. The company develops and manufactures micro and nano satellites, which it integrates with a machine-to-machine wireless communication platform. The technology has applications for disaster prevention, water control, resource management and agriculture.","aerospace",2
"","proteus","Proteus helps companies digitally transform to create dramatic efficiencies and grow in the digital age.","Provider of services focused on the discovery, engineering and manufacturing of proteins of industrial interest and on the development of protein-based bio-processes. The company has had successes in industries including healthcare, fine and special chemicals, environment and bio energy.","Health > Hospital or Medical, IT > Computer Hardware > Device, Software ",20
"","Two chairs","Two Chairs is a San Francisco-headquartered mental healthcare business",NULL,"Health: Therapy",20
"","Ritual ","Ritual is an ordering app that taps a networks of co-workers & colleagues for fast & easy pick up & pay at local eateries and coffee shops.","Provider of food supplement products intended to offer essential ingredients to women who don't get enough out of their diets. The company's products are made with simple and traceable ingredients which are vegan friendly and gluten free, enabling women to consume safe and effective vitamin capsules and get access to essential nutrients.","Healthcare > Pharmacy ",20
"","Nanit","Nanit is a smarter baby monitor for the IOT era.","Developer of AI-based baby monitoring devices created to track baby sleep behavior and patterns. The company uses machine learning to provide sleep insights, including comprehensive sleep reports that promise to measure a baby's behavior as they sleep, all without the need for any sort of wearable component. Its baby care products include baby cradles, diapers, baby pillows, toys and other products for children as well as offer advanced computer vision and machine learning algorithms that help in measuring human behavior, enabling parents to take care of their babies through advanced and innovative technologies.","Home Lifestyle > Parent and Baby, IT > Hardware > Device or Wearables",21
"","Brooklinen","Brooklinen is a manufacturer and supplier of sheets and pillows.","Operator of a luxury bedding e-commerce platform designed to disrupt the overpriced and over-complicated bedding industry. The company's platform offers a curated collection of stylish, luxury-grade linens at an accessible price-point, enabling customers to avail simple, beautiful home essentials without the luxury markup.","Home Lifestyle: Home Decor and Furnishing ",21
"","Moglix","Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.","Provider of an online marketplace designed to facilitate B2B procurement of industrial supplies. The company's platform combines online convenience with supply-chain efficiencies and supplies industrial products such as fasteners, hand tools, power tools, electrical and safety equipment, connecting manufacturing OEMs and their resellers with business buyers and offer them with an access to industrial goods at optimal prices.","Industrial Parts and Supplies ",22
"","LeapMotion",NULL,NULL,"Hardware, Software, Technology: ",23
"","Raydiant Oxymetry",NULL,NULL,"IT > Computer Hardware > Device, Health > Hospital or Medical, ",23
"","Starry","Starry is an internet company that creates easy-to-use Wi-Fi products and radical ways to get Internet service.",NULL,"IT > Hardware",23
"","Travis","Travis is an online travel booking tool for event organizers and event visitors.","Provider of an online travel booking platform. The company's online platform allows event organizers and visitors to book and manage their traveling plans.","IT > Hardware > Device, Education > Out of School > Language Learning",23
"","DigFlak",NULL,NULL,"IT: Computer Hardware: Device, Defense: Security: Cybersecurity ",23
"","Adobe",NULL,NULL,"IT: Software: Applications Software ",23
"","ubuntu ","Ubuntu is a Debian-based open source Linux operating system for PC, tablet, phone, and cloud platforms.",NULL,"IT: Software: Systems Software ",23
"","UpCounsel","UpCounsel operates an online marketplace for businesses to find and hire legal help based on their preferences in the United States.","Provider of an online marketplace for businesses to find and hire legal help solely based on their preferences. The company's platform provides free access to document collaboration software, a full-service billing platform to track income and quickly send invoices and receive payment, free marketing opportunities for lawyers, enabling lawyers and clients to quickly connect, seamlessly collaborate on documents and securely transact business.","Legal",24
"","LawGeex","LawGeex is an Israel-based contract review platform that helps businesses by using AI.","Provider of data analytics and machine learning engine designed to analyze legal documents. The company's platform combines machine learning algorithms, text analytics and the knowledge of expert lawyers to deliver in-depth contract reviews efficiently, enabling businesses to save time and money reviewing legal contracts easily.","Legal, Technology: AI",24
NULL,"UpCounsel","UpCounsel operates an online marketplace for businesses to find and hire legal help based on their preferences in the United States.",NULL,NULL,24
NULL,"LawGeex","LawGeex is an Israel-based contract review platform that helps businesses by using AI.",NULL,NULL,24
NULL,".The Bankruptcy Group, P.C.","Our attorneys are dedicated to handling difficult legal and financial issues for our clients.",NULL,NULL,24
NULL,"10minutes AG","10minutes is the online experting platform for expert advice on all matters relating to finance, IT, legal, tax and management issues.",NULL,NULL,24
NULL,"123bet","123bet is a fully legal US licensed and regulated live betting website for horseracing and live horseracing video streaming.",NULL,NULL,24
NULL,"123recht","123recht provides legal news and legal advice for those who do not have a lawyer.",NULL,NULL,24
NULL,"13th Judicial Court","13th Judicial Court is helping to resolve legal disputes fairly and to ensure access to justice for all in New Mexico and the United States.",NULL,NULL,24
NULL,164,"164 is a legal service platform.",NULL,NULL,24
NULL,"24 Hour Translation","Translation services, Legal translation, Certified Translation, Arabic Translation, Chinese Translation, French Translation",NULL,NULL,24
NULL,"2ADV Soluções Jurídicas","2ADV is a technology company that develops solutions aimed at simplifying and assisting the lawyer in the execution of legal routines.",NULL,NULL,24
NULL,"305-NO-FAULT","305-NO-FAULT is a marketing and advertising company specializing in legal advice and medical care services.",NULL,NULL,24
NULL,"360 Business & Private Client Law","Legal Services",NULL,NULL,24
NULL,"360 Law Services","Legal Services",NULL,NULL,24
NULL,"3G Multimedia","3G Multimedia offers white label music streaming solutions including legal services, content provision, and end-to-end technology solutions.",NULL,NULL,24
NULL,"420Property.com","Real Estate and Business Marketplace Dedicated to the Legal Cannabis Trade",NULL,NULL,24
NULL,"4700Group","4700Group is a virtual accounting firm working exclusively with the legal industry.",NULL,NULL,24
NULL,"4cLegal","4cLegal is the online platform that allows companies to manage in a fully computerized way of selecting professionals.",NULL,NULL,24
NULL,"4Q-1","4Q-1 offers E-books, audio, films, legal forms, and business consulting services.",NULL,NULL,24
NULL,"51haohuo.com","51haohuo.com provides legal compliance flexible employment solutions.",NULL,NULL,24
NULL,"5MSIC","New concept downloading and streaming legal",NULL,NULL,24
NULL,"9 Academy","9 Academy provides entrepreneurship, marketing, finance, HR, legal, PR, and digital solutions to its clients.",NULL,NULL,24
NULL,"A Citizens' Law Office","A Citizens' Law Office is a provider of legal services and specializes in traffic violations, family law, criminal law, and personal injury.",NULL,NULL,24
NULL,"A&L Goodbody","A&L Goodbody providing legal advice of the highest quality available in Ireland, and internationally.",NULL,NULL,24
NULL,"A.A. Tejuoso & Co.","A.A. Tejuoso & Co. is a team of highly experienced lawyers that provides legal services in Nigeria and Sub-Saharan African countries.",NULL,NULL,24
NULL,"A.B. Data, Ltd.","A.B. Data, Ltd. is a legal services company that offers data management and production services.",NULL,NULL,24
NULL,"A4C","Sort of like Uber, but pre-arranged & legal everywhere",NULL,NULL,24
NULL,"AAL - Annuaire Annonce Légale","AAL permet de trouver en ligne votre journal d'annonces légales partout en France à proximité de votre domicile",NULL,NULL,24
NULL,"AALegal Cash Advance","AALegal Cash Advance makes loans to plaintiffs in personal injury and workers' compensation lawsuits.",NULL,NULL,24
NULL,"AALL","AALL is the only national association dedicated to law librarians and other legal information professionals.",NULL,NULL,24
NULL,"Aaxis Technologies","Aaxis Technologies, Inc., a legal technology services company.",NULL,NULL,24
NULL,"ABA Journal","The ABA Journal is a monthly legal trade magazine and the flagship publication of the American Bar Association.",NULL,NULL,24
NULL,"Abanlex","Legal Solutions to technology companies.",NULL,NULL,24
NULL,"Abbey Protection Plc","Abbey Protection Plc is supplies legal and tax professional services and insurance.",NULL,NULL,24
NULL,"ABC Legal Services","ABC Legal Services is a legal services company that provides managing compliance risk services.",NULL,NULL,24
NULL,"Abdala, Siqueira & Pellegrino Sociedade de Advogados","Abdala, Siqueira & Pellegrino Sociedade de Advogados is a legal services office that focuses on corporate and business legal advice.",NULL,NULL,24
NULL,"Abdulla Al Suwaidi Legal Advocates and Services Dubai","We are leading legal services provider in Dubai. We have a team of legal advocates and legal consultants in Dubai, UAE",NULL,NULL,24
NULL,"Abelman Frayne & Schwab","Abelman Frayne & Schwab is a legal services company offering legal services in intellectual property matters.",NULL,NULL,24
NULL,"Abfindungsheld.de","Abfindungsheld.de is a legal service company that supports fired employees in their fight for fair compensation.",NULL,NULL,24
NULL,"ABi Credit Pte Ltd","Legal Moneylender Loan Agency",NULL,NULL,24
NULL,"ABKJ Lawyers","ABKJ Lawyers is a leading Gold Coast Law Firm who have provided quality legal services on the Gold Coast and surrounding areas since 1970.",NULL,NULL,24
NULL,"abogado.ai","Inteligencia artificial que te resuelve tus asuntos legales.",NULL,NULL,24
NULL,"AbogadoEmprendedor.com","Open source network of legal documents for the Latin American entrepreneurial community",NULL,NULL,24
NULL,"ABSOLUT VODKA","Account is only for persons of legal purchasing age in the country of residence.",NULL,NULL,24
NULL,"Abstract Legal Holdings","Abstract Legal Holdings is a privately held company that offers accident management services.",NULL,NULL,24
NULL,"Acar Patent & Kalite","Acar Patent & Kalite is a legal consulting firm that supports the domestic and overseas registration and post-registration of intellectual",NULL,NULL,24
NULL,"Accelerate Legal","Accelerate Legal is a business law firm based in San Francisco that advises startups, foreign companies.",NULL,NULL,24
NULL,"Acces Corporatif","Acces Corporatif is a business that offers business incorporation legal services to businesses.",NULL,NULL,24
NULL,"ACCESS Bill Pay Services","ACCESS Bill Pay Services is a money service bill pay business designed to assist legal medical cannabis dispensaries.",NULL,NULL,24
NULL,"Access Solicitor","Access Solicitor is a directory for legal professionals to promote themselves and increase their online exposure, and a free resource.",NULL,NULL,24
NULL,"Accident Attorney Seattle","Accident Attorney Seattle is a law firm engaged in legal service and legal assistance.",NULL,NULL,24
NULL,"Accident Injury Management","accident, injury, legal, clinic",NULL,NULL,24
NULL,"AccidentHelpGuide.com","AccidentHelpGuide.com is an online guide to accidents, attourneys, and legal processes.",NULL,NULL,24
NULL,"Accord Project","Accord Project is an open source smart legal contract stack.",NULL,NULL,24
NULL,"Accountable Clerical & Legal Services Inc. (ACLS)","AC Legal Services in Toronto provides various legal services to individuals.",NULL,NULL,24
NULL,"AccuExperts","Veterinary and Legal Expertise",NULL,NULL,24
NULL,"Accutest Laboratories","Accutest Laboratories is a privately held, independent testing laboratory successfully delivering legally defensible data for over 50",NULL,NULL,24
NULL,"ACEDS (Association of Certified E-Discovery Specialists)","ACEDS brings together professionals across the local IT and Legal communities to promote best practices in the field of E-Discovery.",NULL,NULL,24
NULL,"Aceleradora de Campinas","Aceleradora de Campinas is the first municipal accelerator in Spain helping people with legal entities.",NULL,NULL,24
NULL,"Acendi Interactive","Acendi Interactive provides software-as-service solutions for online security, authentication and legal documentation.",NULL,NULL,24
"","grofers, shipt (very similar)",NULL,NULL,"Logistics: Consumer-focused Delivery, Food : Groceries",25
